County,City,Date,Topic ,Guessed Participants,Actual Participants 
Berlin,Berlin,2022-08-28,"""Stoppt die Verfolgung von FALUN DAFA / FALUN GONG Praktizierenden in China. Beendet die Diktatur der Kommunistischen Partei."" (vom 01.01. bis 31.12.2022 - jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.)",10,4
Berlin,Berlin,2022-08-28,Der Genozid in Äthopien.,4,4
Berlin,Berlin,2022-08-28,"""Rückzahlung der wertbeständigen Goldmark für Reparationen vom ersten Weltkrieg"" (vom 01.08. bis 31.08.2022 - jeweils Mo.,Di.,Mi.,Do.,Fr.,So.)",2,
Berlin,Berlin,2022-08-28,"""Unterstützung der friedlichen, algerischen Revolution hin zu einem demokratischen Staat"" (vom 17.07.2022 bis 01.01.2023 - jeweils So.)",10,5
Berlin,Berlin,2022-08-28,"""Video-Aktion zur Aufklärung über die Tierindustrie""",20,7
Berlin,Berlin,2022-08-28,"""Solidaritätssammlung für Teegartenwerkers Mindestlohn in Bangladesch""",30,
Berlin,Berlin,2022-08-28,"""Stand with Ukraine""",500,
Berlin,Berlin,2022-08-29,"""Verkehrswende Jetzt! - Verkehrswende-Camp"" (vom 14.08. bis 01.09.2022 - täglich)",300,
Berlin,Berlin,2022-08-29,"""Stop Putin´s Neo-NaZism now!"" (vom 28.07. bis 30.08.2022 - täglich)",500,4
Berlin,Berlin,2022-08-29,"""Friedenscamp Berlin"" (vom 30.07. bis 20.09.2022 - täglich)",30,15
Berlin,Berlin,2022-08-29,"""Rechten Terror entgegen treten - Neukölln Komplex auflösen! Der Staat ist keine Lösung, um rechte Netzwerke zu zerschlagen!""",50,16
Berlin,Berlin,2022-08-29,"""Stoppt die Verfolgung von FALUN DAFA / FALUN GONG Praktizierenden in China. Beendet die Diktatur der Kommunistischen Partei."" (vom 01.01. bis 31.12.2022 - jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.)",10,3
Berlin,Berlin,2022-08-29,"""Klimaticket für Alle""",200,270
Berlin,Berlin,2022-08-29,"""Mahnwache vor dem RKI. Kritisiert wird die Rolle des RKI im Zusammenhang mit der Corona-Hysterie und den dadurch begründeten Menschenrechtsverletzungen. Ferner besteht weiterhin unerfüllt die Forderung nach Erfüllung der Informationspflicht als Regierungsbehörde."" (vom 02.05. bis 31.10.2022 - jeweils Mo.)",15,8
Berlin,Berlin,2022-08-29,"""Stopp Folter mit Neurowaffen! Kundgebung gegen geheime Forschung mit Neurowaffen und organisiertem Stalking""",50,15
Berlin,Berlin,2022-08-29,"""Rückzahlung der wertbeständigen Goldmark für Reparationen vom ersten Weltkrieg"" (vom 01.08. bis 31.08.2022 - jeweils Mo.,Di.,Mi.,Do.,Fr.,So.)",2,
Berlin,Berlin,2022-08-29,"""Offizielle Corona Presseberichte mit politischer Meinungskundgebung / Mahnwache für die Millionen Impfgeschädigten weltweit""",50,40
Berlin,Berlin,2022-08-29,"""Spielstraßendemo""",40,27
Berlin,Berlin,2022-08-29,"""Mahnwache für Frieden und Menschenrechte"" (vom 11.07. bis 26.09.2022 - jeweils Mo.)",10,5
Berlin,Berlin,2022-08-29,"""Stoppt den Krieg! Frieden und Freiheit für die Ukraine! Jetzt!"" (vom 11.07. bis 26.09.2022 - jeweils Mo.)",15,7
Berlin,Berlin,2022-08-29,"""Für Frieden, Freiheit und Selbstbestimmung"" (vom 13.06. bis 26.12.2022 - jeweils Mo.)",30,25
Berlin,Berlin,2022-08-29,"""Protest gegen Hartz 4 und das Bürgergeld - Montag ist der Tag des Widerstands"" (vom 03.01. bis 20.12.2022 - jeweils Mo.)",30,
Berlin,Berlin,2022-08-29,"""WIR STEHEN FÜR ... Rücktritt & Sanktionen für Verantwortliche der Coronapolitik. ... Aufarbeitung & Wiedergutmachung des menschenrechtsverletzenden Missmanagements & der Korruption der letzten Jahre. ... neutrale & umfassende Berichterstattung & die sofortige Beendigung jeglicher Kriegspropaganda. WIR SAGEN NEIN zu Transhumanismus & Great Reset des WEF. NEIN zur digitalen Überwachung. NEIN zum selbstzerstörischen Umgang mit der Krisensituation in unserem Land.""",100,120
Berlin,Berlin,2022-08-29,"""Günter-Schwannecke-Gedenkkundgebung - in Erinnerung an den Kunstmaler Günter Schwannecke, der vor 30 Jahren von Neonazis ermordet wurde""",40,20
Berlin,Berlin,2022-08-29,"""Gemeinsam leben - FÜR ein selbst bestimmtes, friedliches und tolerantes Miteinander ab sofort und in unser ALLER Zukunft"" (vom 18.04. bis 26.12.2022 - jeweils Mo.)",200,
Berlin,Berlin,2022-08-29,"""Fortführung der DAUERVERANSTALTUNG ""Mahnwache am Kanzleramt zur sofortigen Abschaltung aller Atomanlagen""."" (vom 04.07. bis 26.12.2022 - jeweils Mo.)",20,4
Berlin,Berlin,2022-08-29,"""Antikriegsmahnwache, jetzt speziell die militärischen Auseinandersetzungen zwischen Russland und der Ukraine betreffend"" (vom 04.07. bis 26.09.2022 - jeweils Mo.)",10,
Berlin,Berlin,2022-08-29,"""Nachbarschaftlich für Frieden, gegen den Covid-Impfpass, ID 2020 und das globale WHO-Pandemie-Diktat!"" (vom 13.06. bis 26.09.2022 - jeweils Mo.)",40,45
Berlin,Berlin,2022-08-29,"""Montagsspaziergang für Frieden, Freiheit, Demokratie und Selbstbestimmung""",100,50
Berlin,Berlin,2022-08-29,"""Tegel geht auf die Straße"" (vom 11.07. bis 26.09.2022 - jeweils Mo.)",100,50
Berlin,Berlin,2022-08-29,"""Einigkeit und Recht und Freiheit""",80,40
Berlin,Berlin,2022-08-29,"""Mahnwache: FLUGLÄRM UND FEINSTAUB MACHEN KRANK! Konsequentes Nachtflugverbot von 22 Uhr bis 6 Uhr am Flughafen BER. Kurzstreckenflüge gehören auf die Schiene. Alle Messdaten der Ultrafeinstaubmessung am Flughafen BER müssen öffentlich werden. Die Subventionierung des Flughafens und der Billigairlines muss beendet werden, denn wer fliegt oder Flüge anbietet, muss die tatsächlichen Kosten zahlen."" (vom 08.08.2022 bis 07.08.2023 - jeweils Mo.)",40,5
Berlin,Berlin,2022-08-29,"""Wir sind Vielfalt! Solidarität ist unsere Stärke. Gegen rechtsoffene Versammlungen aller Art und überall!"" (vom 18.07. bis 31.12.2022 - jeweils Mo.)",200,24
Berlin,Berlin,2022-08-30,"""Verkehrswende Jetzt! - Verkehrswende-Camp"" (vom 14.08. bis 01.09.2022 - täglich)",300,
Berlin,Berlin,2022-08-30,"""Stop Putin´s Neo-NaZism now!"" (vom 28.07. bis 30.08.2022 - täglich)",500,2
Berlin,Berlin,2022-08-30,"""Friedenscamp Berlin"" (vom 30.07. bis 20.09.2022 - täglich)",30,15
Berlin,Berlin,2022-08-30,"""Kundgebung gegen den Teilabriss einer Gartenlaube""",25,
Berlin,Berlin,2022-08-30,"""Nutztiere""",35,30
Berlin,Berlin,2022-08-30,"""Stoppt die Verfolgung von FALUN DAFA / FALUN GONG Praktizierenden in China. Beendet die Diktatur der Kommunistischen Partei."" (vom 01.01. bis 31.12.2022 - jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.)",10,5
Berlin,Berlin,2022-08-30,"""Schluss mit der Kriminalisierung antifaschistischer Proteste - Gegen Nazis und Rassist*innen protestieren ist kein Verbrechen - Solidarität mit den Betroffenen""",25,12
Berlin,Berlin,2022-08-30,"""Protect Ukrainian sky""",50,20
Berlin,Berlin,2022-08-30,"""Rückzahlung der wertbeständigen Goldmark für Reparationen vom ersten Weltkrieg"" (vom 01.08. bis 31.08.2022 - jeweils Mo.,Di.,Mi.,Do.,Fr.,So.)",2,
Berlin,Berlin,2022-08-30,"""Für eine Temporäre Spielstraße in der Barbarossastraße""",75,200
Berlin,Berlin,2022-08-30,"""Am 30. August 2021 erschoss die Polizei in Morges, in der Schweiz, den 37-Jährigen Nzoy aus Zürich. Polizei und Staatsanwaltschaft verharmlosen seither den Fall und sabotieren den Kampf der Angehörigen um Aufklärung der Geschehnisse. Die Tötung und der behördliche Umgang damit sind typische Beispiele von staatlichem Rassismus. Gerade im Kanton Waadt gibt es inzwischen eine ganze Reihe von ähnlichen Fällen.""",40,6
Berlin,Berlin,2022-08-30,"""Bürgerinnen und Bürger äußern ihre Meinung zur aktuellen deutschen Politik, hinterfragen die Narrative der Massenmedien, treten ein für Frieden und Dialog und fordern den Schutz der Kinder vor schädlichen ""Maßnahmen"".""",20,24
Berlin,Berlin,2022-08-30,"""Menschen mit Schildern"" (vom 04.01. bis 27.12.2022 - jeweils Di.)",30,35
Berlin,Berlin,2022-08-30,"""-WIR bleiben- ( Diese, unsere Anlage muss erhalten bleiben).""",200,120
Berlin,Berlin,2022-08-30,"""Wir pfeifen auf Stuttgart 21"" (vom 05.07. bis 27.09.2022 - jeweils Di.)",5,5
Berlin,Berlin,2022-08-30,"""Überall Polizei – Nirgendwo Sicherheit – Kotti Wache verhindern""",10,10
Berlin,Berlin,2022-08-31,"""Verkehrswende Jetzt! - Verkehrswende-Camp"" (vom 14.08. bis 01.09.2022 - täglich)",300,
Berlin,Berlin,2022-08-31,"""Friedenscamp Berlin"" (vom 30.07. bis 20.09.2022 - täglich)",30,12
Berlin,Berlin,2022-08-31,"""Stop Putin´s Neo-NaZism now!"" (vom 31.08. bis 30.09.2022 - täglich)",20,3
Berlin,Berlin,2022-08-31,"""""100 Schulzonen pro Berlin pro Jahr! Wir fordern die Einführung von autofreien Schulzonen. Kinder sollen selbstbestimmt, selbstbewusst und vor allem sicher zur Schule (Kita, Hort) und nach Hause kommen. Aus diesem Grund brauchen sie autofreie Zonen, um sich selbständig zu bewegen und entfalten zu können. Autoverkehr vor Schulen setzt Kinder Gefahren aus und schränkt sie in ihrer Bewegungsfreiheit ein. Dazu gehört insbesondere das Halten, Rangieren sowie das Öffnen von Autotüren. Ruhender Pkw-Verkehr verhindert direkte Sichtbeziehungen, was sich ebenfalls negativ auf die Schulwegsicherheit auswirkt.""",50,60
Berlin,Berlin,2022-08-31,"""100 Schulzonen pro Berlin pro Jahr! Wir fordern die Einführung von autofreien Schulzonen. Kinder sollen selbstbestimmt, selbstbewusst und vor allem sicher zur Schule (Kita, Hort) und nach Hause kommen. Aus diesem Grund brauchen sie autofreie Zonen, um sich selbständig zu bewegen und entfalten zu können. Autoverkehr vor Schulen setzt Kinder Gefahren aus und schränkt sie in ihrer Bewegungsfreiheit ein. Dazu gehört insbesondere das Halten, Rangieren sowie das Öffnen von Autotüren. Ruhender Pkw-Verkehr verhindert direkte Sichtbeziehungen, was sich ebenfalls negativ auf die Schulwegsicherheit auswirkt.""",300,250
Berlin,Berlin,2022-08-31,"""100 Schulzonen pro Berlin pro Jahr! Wir fordern die Einführung von autofreien Schulzonen. Kinder sollen selbstbestimmt, selbstbewusst und vor allem sicher zur Schule (Kita, Hort) und nach Hause kommen. Aus diesem Grund brauchen sie autofreie Zonen, um sich selbständig zu bewegen und entfalten zu können. Autoverkehr vor Schulen setzt Kinder Gefahren aus und schränkt sie in ihrer Bewegungsfreiheit ein. Dazu gehört insbesondere das Halten, Rangieren sowie das Öffnen von Autotüren. Ruhender Pkw-Verkehr verhindert direkte Sichtbeziehungen, was sich ebenfalls negativ auf die Schulwegsicherheit auswirkt.""",200,250
Berlin,Berlin,2022-08-31,"""100 Schulzonen pro Berlin pro Jahr! Wir fordern die Einführung von autofreien Schulzonen. Kinder sollen selbstbestimmt, selbstbewusst und vor allem sicher zur Schule (Kita, Hort) und nach Hause kommen. Aus diesem Grund brauchen sie autofreie Zonen, um sich selbständig zu bewegen und entfalten zu können (...)""",1300,100
Berlin,Berlin,2022-08-31,"""100 Schulzonen pro Berlin pro Jahr! Wir fordern die Einführung von autofreien Schulzonen. Kinder sollen selbstbestimmt, selbstbewusst und vor allem sicher zur Schule (Kita, Hort) und nach Hause kommen. Aus diesem Grund brauchen sie autofreie Zonen, um sich selbständig zu bewegen und entfalten zu können. Autoverkehr vor Schulen setzt Kinder Gefahren aus und schränkt sie in ihrer Bewegungsfreiheit ein. Dazu gehört insbesondere das Halten, Rangieren sowie das Öffnen von Autotüren. Ruhender Pkw-Verkehr verhindert direkte Sichtbeziehungen, was sich ebenfalls negativ auf die Schulwegsicherheit auswirkt.""",450,70
Berlin,Berlin,2022-08-31,"""100 Schulzonen pro Berlin pro Jahr! Wir fordern die Einführung von autofreien Schulzonen. Kinder sollen selbstbestimmt, selbstbewusst und vor allem sicher zur Schule (Kita, Hort) und nach Hause kommen. Aus diesem Grund brauchen sie autofreie Zonen, um sich selbständig zu bewegen und entfalten zu können. Autoverkehr vor Schulen setzt Kinder Gefahren aus und schränkt sie in ihrer Bewegungsfreiheit ein. Dazu gehört insbesondere das Halten, Rangieren sowie das Öffnen von Autotüren. Ruhender Pkw-Verkehr verhindert direkte Sichtbeziehungen, was sich ebenfalls negativ auf die Schulwegsicherheit auswirkt.""",50,30
Berlin,Berlin,2022-08-31,"""100 Schulzonen pro Berlin pro Jahr! Wir fordern die Einführung von autofreien Schulzonen. Kinder sollen selbstbestimmt, selbstbewußt und vor allem sicher zur Schule und nach Hause kommen. Aus diesemGrund brauchen sie autofreie Zonen, um sich selbständig zu bewegen und entfalten zu können. Autoverkehr vor Schulen setzt Kinder Gefahren aus und schränkt sie in ihrer Bewegungsfreiheit ein. Dazu gehört insbesondere das Halten, Rangieren sowie das Öffnen von Autotüren. Ruhender Pkw-Verkehr verhindert direkte Sichtbeziehungen, was sich ebenfalls negativ auf die Schulwegsicherheit auswirkt.""",350,100
Berlin,Berlin,2022-08-31,"""100 Schulzonen pro Berlin pro Jahr! Wir fordern die Einführung von autofreien Schulzonen. Kinder sollen selbstbestimmt, selbstbewusst und vor allem sicher zur Schule und nach Hause kommen. Aus diesem Grund brauchen sie autofreie Zonen, um sich selbständig zu bewegen und entfalten zu können. Autoverkehr vor Schulen setzt Kinder Gefahren aus und schränkt sie in ihrer Bewegungsfreiheit ein. Dazu gehört insbesondere das Halten, Rangieren sowie das Öffnen von Autotüren. Ruhender Pkw-Verkehr verhindert direkte Sichtbeziehungen, was sich ebenfalls negativ auf die Schulwegsicherheit auswirkt.""",900,150
Berlin,Berlin,2022-08-31,"""#100Schulzonen jährlich in Berlin - Schulzone vor der Sonnenuhrgrundschule in Lichtenberg""",200,
Berlin,Berlin,2022-08-31,"""100 Schulzonen für Berlin pro Jahr!"" Wir fordern die Einführung von autofreien Schulzonen. Kinder sollen selbstbestimmt, selbstbewusst und vor allem sicher zur Schule (Kita, Hort) und nach Hause kommen. Aus diesem Grund brauchen sie autofreie Zonen, um sich selbständig zu bewegen und entfalten zu können. Autoverkehr vor Schulen setzt Kinder Gefahren aus und schränkt sie in ihrer Bewegungsfreiheit ein. Dazu gehört insbesondere das Halten, Rangieren sowie das Öffnen von Autotüren. Ruhender Pkw-Verkehr verhindert direkte Sichtbeziehungen, was sich ebenfalls negativ auf die Schulwegsicherheit auswirkt.""",1000,500
Berlin,Berlin,2022-08-31,"""""100 Schulzonen pro Berlin pro Jahr! Wir fordern die Einführung von autofreien Schulzonen. Kinder sollen selbstbestimmt, selbstbewusst und vor allem sicher zur Schule (Kita, Hort) und nach Hause kommen. Aus diesem Grund brauchen sie autofreie Zonen, um sich selbständig zu bewegen und entfalten zu können. Autoverkehr vor Schulen setzt Kinder Gefahren aus und schränkt sie in ihrer Bewegungsfreiheit ein. Dazu gehört insbesondere das Halten, Rangieren sowie das Öffnen von Autotüren. Ruhender Pkw-Verkehr verhindert direkte Sichtbeziehungen, was sich ebenfalls negativ auf die Schulwegsicherheit auswirkt.""",500,70
Berlin,Berlin,2022-08-31,"""""100 Schulzonen pro Berlin pro Jahr! Wir fordern die Einführung von autofreien Schulzonen. Kinder sollen selbstbestimmt, selbstbewusst und vor allem sicher zur Schule (Kita, Hort) und nach Hause kommen. Aus diesem Grund brauchen sie autofreie Zonen, um sich selbständig zu bewegen und entfalten zu können. Autoverkehr vor Schulen setzt Kinder Gefahren aus und schränkt sie in ihrer Bewegungsfreiheit ein. Dazu gehört insbesondere das Halten, Rangieren sowie das Öffnen von Autotüren. Ruhender Pkw-Verkehr verhindert direkte Sichtbeziehungen, was sich ebenfalls negativ auf die Schulwegsicherheit auswirkt.""",50,30
Berlin,Berlin,2022-08-31,"""100 Schulzonen pro Berlin pro Jahr! Wir fordern die Einführung von autofreien Schulzonen. Kinder sollen selbstbestimmt und sicher zur Schule / Kita / zum Hort und nach Hause kommen. Aus diesem Grund brauchen sie autofreie Zonen, um sich selbständig zu bewegen und entfalten zu können. Autoverkehr vor Schulen setzt Kinder Gefahren aus und schränkt sie in ihrer Bewegungsfreiheit ein. Dazu gehört insbesondere das Halten, Rangieren sowie das Öffnen von Autotüren. Ruhender Pkw-Verkehr verhindert direkte Sichtbeziehungen, was sich ebenfalls negativ auf die Schulwegsicherheit auswirkt.""",300,250
Berlin,Berlin,2022-08-31,"""100 Schulzonen pro Berlin pro Jahr! Wir fordern die Einführung von autofreien Schulzonen. Kinder sollen selbstbestimmt, selbstbewusst und vor allem sicher zur Schule (Kita, Hort) und nach Hause kommen. Aus diesem Grund brauchen sie autofreie Zonen, um sich selbständig zu bewegen und entfalten zu können. Autoverkehr vor Schulen setzt Kinder Gefahren aus und schränkt sie in ihrer Bewegungsfreiheit ein. Dazu gehört insbesondere das Halten, Rangieren sowie das Öffnen von Autotüren. Ruhender Pkw-Verkehr verhindert direkte Sichtbeziehungen, was sich ebenfalls negativ auf die Schulwegsicherheit auswirkt.""",250,200
Berlin,Berlin,2022-08-31,"""100 Schulzonen pro Berlin pro Jahr! Wir fordern die Einführung von autofreien Schulzonen. Kinder sollen selbstbestimmt, selbstbewusst und vor allem sicher zur Schule (Kita, Hort) und nach Hause kommen. Aus diesem Grund brauchen sie autofreie Zonen, um sich selbständig zu bewegen und entfalten zu können. Autoverkehr vor Schulen setzt Kinder Gefahren aus und schränkt sie in ihrer Bewegungsfreiheit ein. Dazu gehört insbesondere das Halten, Rangieren sowie das Öffnen von Autotüren. Ruhender Pkw-Verkehr verhindert direkte Sichtbeziehungen, was sich ebenfalls negativ auf die Schulwegsicherheit auswirkt.""",150,50
Berlin,Berlin,2022-08-31,"""Petitionsübergabe zum 365 Euro Klimaticket an das Verkehrsministerium, mit Bildstarken Elementen und Pressetermin""",10,10
Berlin,Berlin,2022-08-31,"""Stoppt die Verfolgung von FALUN DAFA / FALUN GONG Praktizierenden in China. Beendet die Diktatur der Kommunistischen Partei."" (vom 01.01. bis 31.12.2022 - jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.)",10,3
Berlin,Berlin,2022-08-31,"""Versammlung mit politischen und sozialen Hintergrund. Zur Erinnerung und Klarstellung der christlichen Werte. Um das Bewusstsein der Bevölkerung auf diese Weise zu sensibilisieren. Zudem aktuelle politische Entwicklungen zum Thema Wirtschaft, Inflation, Krieg und Entwicklung der Gesellschaft.""",5,1
Berlin,Berlin,2022-08-31,"""Rückzahlung der wertbeständigen Goldmark für Reparationen vom ersten Weltkrieg"" (vom 01.08. bis 31.08.2022 - jeweils Mo.,Di.,Mi.,Do.,Fr.,So.)",2,
Berlin,Berlin,2022-08-31,"""Solidarität mit den Bürgerprotesten im Iran. Verurteilung des Anstiegs an Hinrichtungen im Iran""",20,6
Berlin,Berlin,2022-08-31,"""Deckel drauf - gegen Mietsteigerungen und steigende Energie- und Lebensmittelpreise""",30,20
Berlin,Berlin,2022-08-31,"""Fahrradstraße Handjerystraße umsetzen!""",25,20
Berlin,Berlin,2022-08-31,"""Kein querdenken auf dem Alexanderplatz""",40,
Berlin,Berlin,2022-08-31,"""Animal Rights Square: Video-Aktion zur Aufklärung über die Tierindustrie"" (vom 10.08. bis 21.09.2022 - jeweils Mi.)",15,15
Berlin,Berlin,2022-08-31,"""Wir Laufen gegen die Spaltung gegen die Impfpflicht für unsere Kinder und unsere Freiheit"" (vom 28.02. bis 29.08.2022 - jeweils Mo.)",500,250
Berlin,Berlin,2022-08-31,"""Kein Krieg und keine Kriegshetze gegen Russland!, NATO - Hände weg von der Ukraine und anderen Ländern, die in ihrem Fadenkreuz stehen!"" (vom 06.07. bis 28.09.2022 - jeweils Mi.)",10,10
Berlin,Berlin,2022-09-01,"""Verkehrswende Jetzt! - Verkehrswende-Camp"" (vom 14.08. bis 01.09.2022 - täglich)",300,100
Berlin,Berlin,2022-09-01,"""Friedenscamp Berlin"" (vom 30.07. bis 20.09.2022 - täglich)",30,15
Berlin,Berlin,2022-09-01,"""Stop Putin´s Neo-NaZism now!"" (vom 31.08. bis 30.09.2022 - täglich)",20,4
Berlin,Berlin,2022-09-01,"""Gewässer in Berlin retten: Aktion gegen die Wasserkrise und für entschlossenes Handeln der Politik (mit Übergabe von gewässerpolitischen Forderungen an die Umweltausschuss-Mitglieder von dem Abgeordnetenhaus von Berlin)""",20,25
Berlin,Berlin,2022-09-01,"""Mahnwache zur Aufklärung rechter Straftaten in Neukölln"" (vom 06.01. bis 29.12.2022 - jeweils Do.)",10,4
Berlin,Berlin,2022-09-01,"""Rückzahlung der wertbeständigen Goldmark für Reparationen vom ersten Weltkrieg"" (vom 01.09. bis 31.10.2022 - jeweils Mo.,Di.,Mi.,Do.,Fr.)",3,2
Berlin,Berlin,2022-09-01,"""Der Fahrradprotest Ohne Kerosin Nach berlin initiiert von den Students for Future Deutschland wird dieses Jahr zum dritten Mal in Berlin ankommen. Es wird für eine klimagerechte Zukunft und eine sofortige Verkehrswende demonstriert.""",800,235
