note,description,predicted label,score
151,Members of alg demonstrated and blocked traffic at fennstrasse/mullerstrasse in berlin - mitte to call for climate protection.,Climate Change,0.9822165369987488
152,Members of alg demonstrated and blocked traffic at the corner of schoenhauser/eberswalder strasse in berlin - pankow to call for climate protection.,Climate Change,0.9857164621353149
153,"Members of alg demonstrated around tempelhofer damm/hoeppnerstrasse, dominicusstrasse/ebersstrasse, and hauptstrasse in berlin - tempelhof-schoneberg to call for climate protection.",Climate Change,0.9853242039680481
154,Around 80 people demonstrated in front of a labor court in berlin to show solidarity with striking gorillas employees who are on trial against their dismissals. they called for an extension of striking rights.,Solidarity,0.9903984665870667
155,"Around 200 people, including members of alg, demonstrated from the st. thomas church, through kreuzberg, to marx-engels-forum in berlin - mitte to call for climate protection.",Climate Change,0.9862826466560364
156,"At the call of alg, around 110 protesters gathered at neptunbrunnen in berlin - mitte, to call for climate action. around 40 of the protesters gathered there in the morning for a bicycle protest, while another 70 gathered there in the late afternoon. the protest was part of a series of protests by alg in berlin that day.",Climate Change,0.9814821481704712
157,"At the call of alg, protesters blocked the hauptstrasse and tempelhofer damm in berlin - tempelhof-schoneberg, to call for climate action. the protesters were removed from the street by the police. the protest was part of a series of protests by alg in berlin that day.",Climate Change,0.9789531230926514
158,"At the call of alg, protesters blocked the highway entry hohenzollerndamm, spandauer damm, rudolf-wissel-brucke, ernst-reuter-platz, and wexstrasse in berlin - charlottenburg-wilmersdorf, to call for climate action. the protesters were removed from the street by the police. the protest was part of a series of protests by alg in berlin that day.",Climate Change,0.9929452538490295
159,"At the call of alg, protesters blocked the frankfurter allee and landsberger allee in berlin - lichtenberg, to call for climate action. the protesters were removed from the street by the police. the protest was part of a series of protests by alg in berlin that day.",Climate Change,0.9745259284973145
160,"At the call of alg, protesters blocked the intersection sonnenallee and hermannplatz in berlin - neukolln, to call for climate action. the protesters were removed from the street by the police. the protest was part of a series of protests by alg in berlin that day.",Climate Change,0.981313943862915
161,"At the call of alg, protesters blocked the schonhauser allee and prenzlauer allee, and greifswalder strasse in berlin - pankow, to call for climate action. the protesters were removed from the street by the police. the protest was part of a series of protests by alg in berlin that day.",Climate Change,0.9797318577766418
162,"At the call of alg, protesters blocked the hauptstrasse in berlin - tempelhof-schoneberg, to call for climate action. the protesters were removed from the street by the police. the protest was part of a series of protests by alg in berlin that day.",Climate Change,0.9764406681060791
163,"At the call of alg, protesters blocked the highway entries spandauer damm and kaiserdam, hohenzollerndamm, as well as a street at ernst-reuter-platz in berlin - charlottenburg-wilmersdorf, to call for climate action. the protesters were removed from the street by the police. the protest was part of a series of protests by alg in berlin that day.",Climate Change,0.9909585118293762
164,"At the call of alg, protesters blocked the landsberger allee in berlin - friedrichshain-kreuzberg, to call for climate action. the protesters were removed from the street by the police. the protest was part of a series of protests by alg in berlin that day.",Climate Change,0.9814353585243225
165,"At the call of alg, protesters blocked the frankfurter allee in berlin - lichtenberg, to call for climate action. the protesters were removed from the street by the police. the protest was part of a series of protests by alg in berlin that day.",Climate Change,0.9820050001144409
166,"At the call of alg, around 40 protesters blocked traffic at alexanderplatz while others blocked the intersection of muhlendamm and fischerinsel, mullerstrasse, heidestrasse, and the strasse des 17. juni at tiergarten in berlin - mitte, to call for climate action. the protesters were removed from the street by the police. the protest was part of a series of protests by alg in berlin that day.",Climate Change,0.9743927717208862
167,"At the call of alg, protesters blocked the crossing of petersburger strasse and danziger strasse in berlin - pankow, to call for climate action. the protesters were removed from the street by the police. the protest was part of a series of protests by alg in berlin that day.",Climate Change,0.9813717007637024
168,"At the call of alg, protesters blocked the puschkinallee in berlin - treptow-kopenick, to call for climate action. the protesters were removed from the street by the police. the protest was part of a series of protests by alg in berlin that day.",Climate Change,0.985192060470581
169,"At the call of alg, around 500 people gathered at brandenburger tor in berlin - mitte, to demand climate action.",Climate Change,0.979658305644989
170,"Six alg activists blocked the racing track at a formula-e race in berlin - tempelhof-schoneberg, to protest against the emissions caused by motorsports, and call for climate action. the activists were first removed from the track by security personnel, and later taken into custody by the police.",Against Environment,0.9033206105232239
