event_date;year;month;day;mood;district;source;category;label;title;description;crowd_size_class;crowd_size
2023-09-26 00:00:00;2023;September;26;with Intervention;Charlottenburg-Wilmersdorf;"Berliner Morgenpost; Markische Allgemeine";Environment;Climate Change;Last Generation;Last generation activists protested in berlin - charlottenburg-wilmersdorf (berlin) for climate protection reasons by blocking kantstrasse inwards at windscheidstrasse and konstanzer strasse at the junction to the a100 as well as reichsstrasse between meiningenallee and koburgallee in both directions. the group simultaneously protested at 5 locations across the city and at some, glued themselves onto the road. the police intervened, sometimes using painful grips and techniques to lead the activists off the road.;3;100-250
2023-09-25 00:00:00;2023;September;25;with Intervention;Lichtenberg;"Berliner Morgenpost; Oe24.At";Environment;Climate Change;Last Generation;Last generation activists protested in berlin - lichtenberg (berlin) for climate protection by blocking the road alt-friedrichsfelde. 70 last generation activists protested simultaneously at 6 locations across the city and 36 of them glued themselves onto the road. the police intervened, prevented one blockade on prenzlauer promenade in berlin - pankow, broke up the other blockades, and established the protesters' identities. at one of the sites, a driver got out of his car and knocked the glasses off the face of one of the activists.;2;50-100
2023-09-25 00:00:00;2023;September;25;with Intervention;Neukolln;"Berliner Morgenpost; Oe24.At";Environment;Climate Change;Last Generation;Last generation activists protested in berlin - neukolln (berlin) for climate protection by blocking the road britzer damm. 70 last generation activists protested simultaneously at 6 locations across the city and 36 of them glued themselves onto the road. the police intervened, prevented one blockade on prenzlauer promenade in berlin - pankow, broke up the other blockades, and established the protesters' identities. at one of the sites, a driver got out of his car and knocked the glasses off the face of one of the activists.;2;50-100
2023-09-25 00:00:00;2023;September;25;Peaceful;Mitte;Der Tagesspiegel;Human Rights;Migration;education for all / including refugees;About 200 refugees, including children and youth, as well as full-time and volunteer youth welfare and education workers, protested in front of the centre francaise in berlin - mitte (berlin) to demand equal rights to education for all children, including refugees.;3;100-250
2023-09-25 00:00:00;2023;September;25;with Intervention;Berlin;"Berliner Morgenpost; Oe24.At";Environment;Climate Change;Last Generation;Last generation activists protested in berlin (berlin) for climate protection. 70 last generation activists protested simultaneously at 6 locations across the city and 36 of them glued themselves onto the road. the police intervened, prevented one blockade on prenzlauer promenade in berlin - pankow, broke up the other blockades, and established the protesters' identities. at one of the sites, a driver got out of his car and knocked the glasses off the face of one of the activists.;2;50-100
2023-09-25 00:00:00;2023;September;25;with Intervention;Charlottenburg-Wilmersdorf;"Berliner Morgenpost; Oe24.At";Environment;Climate Change;Last Generation;Last generation activists protested in berlin - charlottenburg-wilmersdorf (berlin) for climate protection by blocking one lane of heckerdamm and one lane of messedamm. 70 last generation activists protested simultaneously at 6 locations across the city and 36 of them glued themselves onto the road. the police intervened, prevented one blockade on prenzlauer promenade in berlin - pankow, broke up the other blockades, and established the protesters' identities. at one of the sites, a driver got out of his car and knocked the glasses off the face of one of the activists.;2;50-100
2023-09-25 00:00:00;2023;September;25;with Intervention;Treptow-Kopenick;"Berliner Morgenpost; Oe24.At";Environment;Climate Change;Last Generation;Last generation activists protested in berlin - treptow-kopenick (berlin) for climate protection by blocking the intersection puschkinalle/elsenstrasse. 70 last generation activists protested simultaneously at 6 locations across the city and 36 of them glued themselves onto the road. the police intervened, prevented one blockade on prenzlauer promenade in berlin - pankow, broke up the other blockades, and established the protesters' identities. at one of the sites, a driver got out of his car and knocked the glasses off the face of one of the activists.;2;50-100
2023-09-24 00:00:00;2023;September;24;with Intervention;Mitte;Markische Allgemeine;Environment;Climate Change;Last Generation;8 last generation activists protested in berlin - mitte (berlin) just before the start of the berlin-marathon to call an end of the use of fossil fuels such as coal, oil and natural gas from 2030. the protesters came from two sides onto the marathon-route on the strasse des 17. juni and spilled orange paint. the police intervened, prevented the protesters from gluing themselves onto the road and carried them off the street.;1;0-50
2023-09-24 00:00:00;2023;September;24;Peaceful;Treptow-Kopenick;Berliner Morgenpost;Local;Transportatiton;against recklessness of motorboat drivers;Around 500 people, including rowers, paddlers and sailors, participated in a rally starting to the town hall kopenick in berlin - treptow-kopenick (berlin) against the recklessness of motorboat drivers and to demand the horsepower limit for driving license exemption to be lowered to five horsepower.;5;500-1000
2023-09-23 00:00:00;2023;September;23;with Intervention;Charlottenburg-Wilmersdorf;Mitteldeutschen Zeitung;Environment;Climate Change;Last Generation;Around 130 people, including last generation activists, protested in berlin - charlottenburg-wilmersdorf (berlin) for climate reasons and blocked the intersection potsdamer strasse/kurfurstendamm with a sit-in. the police intervened, carried the protesters off the street and determined the identities of a good 100 people.;3;100-250
2023-09-23 00:00:00;2023;September;23;Peaceful;Mitte;RGA;Local;Education;bildungswende jetzt!! / special fund for education / ..;4,500 or 7,000 people, including parents, teachers, students, social workers and educators, participated in a protest starting at brandenburger tor and ending at rote rathaus in berlin - mitte (berlin) as part of the nationwide education protest day called for by the initiative 'bildungswende jetzt!' (education turnaround now!) consisting of over 170 educational organizations, trade unions, including gew, and parent and student representatives. more than 15,000 people took to the streets across germany, demanding inclusive and sustainable schools and daycare centers as well as a special fund for education.;8;5,000-10,000
2023-09-22 00:00:00;2023;September;22;Peaceful;Mitte;Der Tagesspiegel;Environment;Climate Change;Greenpeace / gover ment;Greenpeace activists protested on the spree canal at the reichstag in berlin - mitte (berlin) to criticize the lack of willingness of the government to initiate concrete climate protection measures. the protest took place in the context of the first reading in the bundestag that day, at which changes to the climate protection act were to be discussed.;3;100-250
2023-09-22 00:00:00;2023;September;22;Peaceful;Berlin;Bocholter-Borkener Volksblatt;Environment;Energy;Last Generation / energy sources;75 last generation activists protested at 10 locations in berlin (berlin) by blocking the road by slowly walking on the streets to demand an end to the use of energy sources such as natural gas, oil, and coal by 2030. the police ended the protests.;2;50-100
2023-09-21 00:00:00;2023;September;21;with Intervention;Berlin;"Berliner Zeitung; Kieler Nachrichten; Krone";Environment;Climate Change;Last Generation;Last generation activists protested in 19 locations in berlin (berlin) by slowly walking on the streets and thereby slowing down other road users to demand an end of the use of fossil fuel. there were five to eight demonstrators per blockade group. the police intervened, pushed the activists off the streets, and ensured they did not enter the road again. at one of the locations, a passing cyclist grabbed one of the demonstrators and pushed him to the ground, and grabbed another protester and pushed her off the street.;1;0-50
2023-09-21 00:00:00;2023;September;21;with Intervention;Mitte;"Berliner Zeitung; Kieler Nachrichten; Krone";Environment;Energy;Last Generation / fossil fuel;Five to eight last generation activists protested in koloniestrasse/osloer strasse in berlin - mitte by slowly walking on the streets and thereby slowing down other road users to demand an end of the use of fossil fuel. the police intervened, pushed the activists off the streets, and ensured they did not enter the road again.;1;0-50
