event_date;year;month;day;weekday;mood;district;source;category;class;title;predicted label;score;score;grund truth;description;notes;crowd_size_class;crowd_size;with_vehicles
2023-07-02 00:00:00;2023;7;2;Sun;Peaceful protest;Berlin - Mitte;Merkur;Environment;Anthropocene;Fridays for Future / expand infrastructure for cycling;Conflict;;;;about 10,000 environmental activists, including FFF and cyclist groups, gathered for a demonstrative cycle ride through Berlin - Mitte, demanding preservation of the current plans to expand infrastructure for cycling across the city.;On 2 July 2023, about 10,000 environmental activists, including FFF and cyclist groups, gathered for a demonstrative cycle ride through Berlin - Mitte, demanding preservation of the current plans to expand infrastructure for cycling across the city.;9;10.000;cycles
2023-07-01 00:00:00;2023;7;1;Sat;Peaceful protest;Berlin - Mitte;Suddeutsche Zeitung;War / Peace;International; Solidarity with Ukraine;Conflict;;;;German and Ukrainian activists gathered for a rally in Berlin - Mitte, protesting against ongoing presence of German fashion company Hugo Boss in Russia and demanding higher support to Ukraine instead.;On 1 July 2023, German and Ukrainian activists gathered for a rally in Berlin - Mitte, protesting against ongoing presence of German fashion company Hugo Boss in Russia and demanding higher support to Ukraine instead.;3;200;
2023-07-01 00:00:00;2023;7;1;Sat;Peaceful protest;Berlin - Pankow;Der Tagesspiegel;ProRightWing;Racist;anti-migrant slogans / NRJ;Unlabelled;;;;Around 1 July 2023 (week of), 4 members of The Third Path and its youth organization NRJ - National Revolutionary Youth, gathered in front of a swimming pool in Berlin - Pankow to carry a banner displaying anti-migrant slogans. They approached people who they thought were migrants to tell them that the pool was a 'German pool' while trying to photograph them and intimidate them. One carried a baseball bat and another had quartz gloves.;Around 1 July 2023 (week of), 4 members of The Third Path and its youth organization NRJ - National Revolutionary Youth, gathered in front of a swimming pool in Berlin - Pankow to carry a banner displaying anti-migrant slogans. They approached people who they thought were migrants to tell them that the pool was a 'German pool' while trying to photograph them and intimidate them. One carried a baseball bat and another had quartz gloves.;1;4;
2023-06-26 00:00:00;2023;6;26;Mon;Peaceful protest;Berlin - Charlottenburg-Wilmersdorf;"Berliner Zeitung; Der Tagesspiegel";Environment;Anthropocene;Last Generation;Climate;;;;8 members of ALG demonstrated and slowed down traffic at Kaiserdamm in Berlin - Charlottenburg-Wilmersdorf to call for climate protection.;On 26 June 2023, 8 members of ALG demonstrated and slowed down traffic at Kaiserdamm in Berlin - Charlottenburg-Wilmersdorf to call for climate protection.;1;8;
2023-06-26 00:00:00;2023;6;26;Mon;Peaceful protest;Berlin - Friedrichshain-Kreuzberg;"Berliner Zeitung; Der Tagesspiegel; Markische Allgemeine";Environment;Anthropocene;Last Generation;Climate;;;;10 members of ALG demonstrated and slowed down traffic at Karl-Marx-Allee and Strausberger Platz in Berlin - Friedrichshain-Kreuzberg to call for climate protection.;On 26 June 2023, 10 members of ALG demonstrated and slowed down traffic at Karl-Marx-Allee and Strausberger Platz in Berlin - Friedrichshain-Kreuzberg to call for climate protection.;1;10;
2023-06-26 00:00:00;2023;6;26;Mon;Peaceful protest;Berlin - Mitte;Der Tagesspiegel;Environment;Anthropocene;Last Generation;Climate;;;;8 members of ALG demonstrated and slowed down traffic from Ernst-Reuter-Platz towards the Brandenburg Gate in Berlin - Mitte to call for climate protection.;On 26 June 2023, 8 members of ALG demonstrated and slowed down traffic from Ernst-Reuter-Platz towards the Brandenburg Gate in Berlin - Mitte to call for climate protection.;1;8;
2023-06-26 00:00:00;2023;6;26;Mon;Peaceful protest;Berlin - Treptow-Kopenick;Der Tagesspiegel;Environment;Anthropocene;Wuhli remains - forest instead of assphalt ;Against Environment;;;;around 25 people occupied Berlin's Wuhlheide in Berlin - Treptow-Kopenick to protest the construction of a new road (called TVO - Tangential Connection East) on forests. They set up tents along the edge of the path, and placards against patriarchy and capitalism. Demonstrators gathered under the motto 'Wuhli remains - forest instead of asphalt').;On 26 June 2023, around 25 people occupied Berlin's Wuhlheide in Berlin - Treptow-Kopenick to protest the construction of a new road (called TVO - Tangential Connection East) on forests. They set up tents along the edge of the path, and placards against patriarchy and capitalism. Demonstrators gathered under the motto 'Wuhli remains - forest instead of asphalt').;1;25;
2023-06-19 00:00:00;2023;6;19;Mon;Peaceful protest;Berlin - Friedrichshain-Kreuzberg;Berliner Morgenpost;Environment;Anthropocene;Last Generation;Climate;;;;ALG activists gathered at Mercedes-Benz-Arena in Berlin - Friedrichshain-Kreuzberg (Berlin), coloring the facade of the building with orange paint, and calling for climate action. The protest took place in response to the Day of the Industry conference taking place that day.;On 19 June 2023, ALG activists gathered at Mercedes-Benz-Arena in Berlin - Friedrichshain-Kreuzberg (Berlin), coloring the facade of the building with orange paint, and calling for climate action. The protest took place in response to the Day of the Industry conference taking place that day.;3;200;
2023-06-16 00:00:00;2023;6;16;Fri;Peaceful protest;Berlin - Mitte;Der Tagesspiegel;Local;Transport;bike friendly;Solidarity;;;;at the call of ADFC, around 300 people gathered at the traffic administration building in Berlin - Mitte (Berlin), to call for more bike-friendly infrastructure.;On 16 June 2023, at the call of ADFC, around 300 people gathered at the traffic administration building in Berlin - Mitte (Berlin), to call for more bike-friendly infrastructure.;4;300;
2023-06-16 00:00:00;2023;6;16;Fri;Peaceful protest;Berlin - Mitte;Hamburger Abendblatt;Environment;Anthropocene;Fridays for Future;Climate;;;;at the call of FFF, around 400 people staged a protest march from the party bureau of FDP to the Chancellery in Berlin - Mitte (Berlin), to call for climate action.;On 16 June 2023, at the call of FFF, around 400 people staged a protest march from the party bureau of FDP to the Chancellery in Berlin - Mitte (Berlin), to call for climate action.;4;400;
2023-06-16 00:00:00;2023;6;16;Fri;Peaceful protest;Berlin - Mitte;Berliner Zeitung;Health;Disability;call for support  of patients with electro-hypersensitive  ;Solidarity;;;;people gathered at the chancellery in Berlin - Mitte (Berlin), to call for support of patients with electro-hypersensitivity.;On 16 June 2023, people gathered at the chancellery in Berlin - Mitte (Berlin), to call for support of patients with electro-hypersensitivity.;3;200;
2023-06-16 00:00:00;2023;6;16;Fri;Protest with intervention;Berlin - Mitte;Berliner Morgenpost;Environment;Anthropocene;Last Generation;Climate;;;;7 ALG activists blocked a street at the party bureau of CDU in Berlin - Mitte (Berlin), gluing themselves to the tarmac, to call for climate action. The activists were removed from the street by the police.;On 16 June 2023, 7 ALG activists blocked a street at the party bureau of CDU in Berlin - Mitte (Berlin), gluing themselves to the tarmac, to call for climate action. The activists were removed from the street by the police.;1;7;
2023-06-14 00:00:00;2023;6;14;Wed;Protest with intervention;Berlin - Mitte;"Berliner Morgenpost; Der Tagesspiegel";Environment;Anthropocene;Last Generation;Climate;;;;around 16 ALG activists staged a sit-in protest at Ritz-Carlton luxury hotel in Berlin - Mitte (Berlin), calling for climate action. The activists were removed from the street by the police.;On 14 June 2023, around 16 ALG activists staged a sit-in protest at Ritz-Carlton luxury hotel in Berlin - Mitte (Berlin), calling for climate action. The activists were removed from the street by the police.;1;16;
2023-06-12 00:00:00;2023;6;12;Mon;Peaceful protest;Berlin - Mitte;Ostsee Zeitung;Environment;Anthropocene;Last Generation;Climate;;;;members of ALG demonstrated and blocked traffic at the Victory Column in Berlin - Mitte to call on the government to do more to tackle climate change.;On 12 June 2023, members of ALG demonstrated and blocked traffic at the Victory Column in Berlin - Mitte to call on the government to do more to tackle climate change.;3;200;
2023-06-07 00:00:00;2023;6;7;Wed;Peaceful protest;Berlin - Mitte;Neue Osnabrucker Zeitung;Human Rights;Migration;coordinated recue program for migrants;Rights;;;;Around 7 June 2023 (as reported), members of SOS Humanity held a banner and protested in front of the Federal Ministry of the Interior (BMI) in Berlin - Mitte to call on the German government to initiate a coordinated European rescue program for migrants. They denounced current European laws and called for the protection of human rights.;Around 7 June 2023 (as reported), members of SOS Humanity held a banner and protested in front of the Federal Ministry of the Interior (BMI) in Berlin - Mitte to call on the German government to initiate a coordinated European rescue program for migrants. They denounced current European laws and called for the protection of human rights.;3;200;
2023-06-07 00:00:00;2023;6;7;Wed;Peaceful protest;Berlin;KSTA - Kolner Stadt-Anzeiger;Environment;Anthropocene;Last Generation;Climate;;;;members of ALG demonstrated in Berlin to call for climate protection and denounce the destruction of livelihoods. They gathered for a nationwide protest under the slogan 'March Wednesday'.;On 7 June 2023, members of ALG demonstrated in Berlin to call for climate protection and denounce the destruction of livelihoods. They gathered for a nationwide protest under the slogan 'March Wednesday'.;3;200;
2023-06-05 00:00:00;2023;6;5;Mon;Peaceful protest;Berlin - Tempelhof-Schoneberg;Berliner Zeitung;Economy;Labor Rights ;call for higher wages / candy producer;Conflict;;;;at the call of Nahrungs-Genuss-Gaststatten, a subgroup of DBB, around 70 striking employees of candy producer Bahlsen gathered in front of their factory in Berlin - Tempelhof-Schoneberg (Berlin), to call for higher wages amid inflation.;On 5 June 2023, at the call of Nahrungs-Genuss-Gaststatten, a subgroup of DBB, around 70 striking employees of candy producer Bahlsen gathered in front of their factory in Berlin - Tempelhof-Schoneberg (Berlin), to call for higher wages amid inflation.;2;70;
2023-06-05 00:00:00;2023;6;5;Mon;Protest with intervention;Berlin - Friedrichshain-Kreuzberg;Markische Allgemeine;Environment;Anthropocene;Last Generation;Climate;;;;around 15 ALG activists blocked streets around Frankfurter Tor in Berlin - Friedrichshain-Kreuzberg (Berlin), by gluing themselves to the tarmac, to call for climate action. The activists were removed from the streets by the police.;On 5 June 2023, around 15 ALG activists blocked streets around Frankfurter Tor in Berlin - Friedrichshain-Kreuzberg (Berlin), by gluing themselves to the tarmac, to call for climate action. The activists were removed from the streets by the police.;1;15;
